num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_env_steps_sampled_lifetime,num_agent_steps_sampled_lifetime,num_steps_trained_this_iter,agent_timesteps_total,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,env_runners/episode_reward_max,env_runners/episode_reward_min,env_runners/episode_reward_mean,env_runners/episode_len_mean,env_runners/episodes_this_iter,env_runners/episodes_timesteps_total,env_runners/num_faulty_episodes,env_runners/num_episodes,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/episode_return_mean,timers/training_iteration_time_ms,timers/restore_workers_time_ms,timers/training_step_time_ms,timers/sample_time_ms,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,env_runners/hist_stats/episode_reward,env_runners/hist_stats/episode_lengths,info/learner/predator_policy/num_agent_steps_trained,info/learner/predator_policy/num_grad_updates_lifetime,info/learner/predator_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/prey_policy/num_agent_steps_trained,info/learner/prey_policy/num_grad_updates_lifetime,info/learner/prey_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/predator_policy/learner_stats/allreduce_latency,info/learner/predator_policy/learner_stats/grad_gnorm,info/learner/predator_policy/learner_stats/cur_kl_coeff,info/learner/predator_policy/learner_stats/cur_lr,info/learner/predator_policy/learner_stats/total_loss,info/learner/predator_policy/learner_stats/policy_loss,info/learner/predator_policy/learner_stats/vf_loss,info/learner/predator_policy/learner_stats/vf_explained_var,info/learner/predator_policy/learner_stats/kl,info/learner/predator_policy/learner_stats/entropy,info/learner/predator_policy/learner_stats/entropy_coeff,info/learner/prey_policy/learner_stats/allreduce_latency,info/learner/prey_policy/learner_stats/grad_gnorm,info/learner/prey_policy/learner_stats/cur_kl_coeff,info/learner/prey_policy/learner_stats/cur_lr,info/learner/prey_policy/learner_stats/total_loss,info/learner/prey_policy/learner_stats/policy_loss,info/learner/prey_policy/learner_stats/vf_loss,info/learner/prey_policy/learner_stats/vf_explained_var,info/learner/prey_policy/learner_stats/kl,info/learner/prey_policy/learner_stats/entropy,info/learner/prey_policy/learner_stats/entropy_coeff
9,0,0,8000,8000,4000,4000,4000,4000,632.5910943767988,632.5910943767988,4000,4000,8000,4000,8000,False,1,5fdfb_00000,2024-08-11_12-54-45,1723395285,6.364174127578735,6.364174127578735,32170,joys-mbp.lan,127.0.0.1,6.364174127578735,1,4000,4000,8000,8000,nan,nan,nan,nan,0,0,0,0,nan,nan,nan,6323.208,0.013,6323.123,1156.843,5153.57,776.161,12.209,4000,4000,8000,8000,43.870000000000005,83.36999999999999,[],[],125.0,480.5,479.5,125.0,480.5,479.5,0.0,2.0276221838158865,0.20000000000000004,5.0000000000000016e-05,6.262703485290209,-0.017026151290823084,6.276047776639461,0.14761359430849552,0.018409383197169827,1.5916174528499445,0.0,0.0,1.9986920797576506,0.20000000000000004,5.0000000000000016e-05,6.263750551144282,-0.013050331334913306,6.273859145740668,0.14811570843060812,0.014708700475234645,1.5949369994302591,0.0
9,0,0,16000,16000,8000,8000,4000,4000,736.7627587271141,736.7627587271141,8000,8000,16000,4000,16000,False,2,5fdfb_00000,2024-08-11_12-54-52,1723395292,5.433803081512451,11.797977209091187,32170,joys-mbp.lan,127.0.0.1,11.797977209091187,2,8000,8000,16000,16000,0.0,0.0,0.0,500.0,9,4500,0,9,0.0,0.0,0.0,5876.185,0.013,5876.125,937.554,4925.807,812.05,12.313,8000,8000,16000,16000,33.64,83.33000000000001,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[500, 500, 500, 500, 500, 500, 500, 500, 500]",125.0,1440.5,479.5,125.0,1440.5,479.5,0.0,1.8093676102658114,0.20000000000000004,5.0000000000000016e-05,6.196582629283269,-0.017236281872465044,6.2101685628294945,0.05946884329120318,0.01825172773944385,1.5469181479265293,0.0,0.0,1.7503977090120315,0.20000000000000004,5.0000000000000016e-05,6.194963567207257,-0.007305505296729583,6.20002002765735,0.06088224618385236,0.011245223301332433,1.5735532712191342,0.0
9,0,0,24000,24000,12000,12000,4000,4000,631.9951873001379,631.9951873001379,12000,12000,24000,4000,24000,False,3,5fdfb_00000,2024-08-11_12-54-59,1723395299,6.381309986114502,18.17928719520569,32170,joys-mbp.lan,127.0.0.1,18.17928719520569,3,12000,12000,24000,24000,0.0,0.0,0.0,500.0,9,9000,0,9,0.0,0.0,0.0,6027.186,0.013,6027.069,844.109,5167.592,774.055,14.528,12000,12000,24000,24000,47.766666666666666,83.44444444444444,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",125.0,2400.5,479.5,125.0,2400.5,479.5,0.0,1.2137520303949714,0.20000000000000004,5.0000000000000016e-05,6.819432394206524,-0.010298106273209366,6.8273316219449045,0.07609895393252372,0.011994406905793262,1.5374761156737804,0.0,0.0,1.1871187357542416,0.20000000000000004,5.0000000000000016e-05,6.821974740425746,-0.007401237694042114,6.82774560948213,0.07827601823955774,0.008151852558919195,1.5618720753739277,0.0
9,0,0,32000,32000,16000,16000,4000,4000,707.8935549731318,707.8935549731318,16000,16000,32000,4000,32000,False,4,5fdfb_00000,2024-08-11_12-55-04,1723395304,5.652943134307861,23.83223032951355,32170,joys-mbp.lan,127.0.0.1,23.83223032951355,4,16000,16000,32000,32000,0.0,0.0,0.0,500.0,9,13500,0,9,0.0,0.0,0.0,5933.044,0.015,5932.935,828.88,5089.874,785.874,13.474,16000,16000,32000,32000,37.825,83.25,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",125.0,3360.5,479.5,125.0,3360.5,479.5,0.0,0.9988367048092186,0.20000000000000004,5.0000000000000016e-05,6.238554798066616,-0.012445457566839953,6.2480217908819515,-0.054150853243966894,0.014892212282185435,1.498670026535789,0.0,0.0,0.983090306694309,0.20000000000000004,5.0000000000000016e-05,6.225520698726177,-0.007835113863499525,6.23163367609183,-0.0540316558132569,0.008610601367068501,1.5157548148185014,0.0
9,0,0,40000,40000,20000,20000,4000,4000,771.7731813721368,771.7731813721368,20000,20000,40000,4000,40000,False,5,5fdfb_00000,2024-08-11_12-55-10,1723395310,5.186179161071777,29.018409490585327,32170,joys-mbp.lan,127.0.0.1,29.018409490585327,5,20000,20000,40000,40000,0.0,0.0,0.0,500.0,9,18000,0,9,0.0,0.0,0.0,5783.01,0.014,5782.918,802.887,4966.629,805.375,12.77,20000,20000,40000,40000,28.200000000000003,82.575,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",125.0,4320.5,479.5,125.0,4320.5,479.5,0.0,0.9118705245666205,0.20000000000000004,5.0000000000000016e-05,5.820062296837568,-0.012843472179762708,5.830767160157363,0.027255282364785673,0.010693024367443786,1.466903857514262,0.0,0.0,0.8655719910437862,0.20000000000000004,5.0000000000000016e-05,5.819281202554703,-0.01124033284431789,5.8285585830609,0.02594847877820333,0.009814821546736147,1.5048592008650303,0.0
9,0,0,48000,48000,24000,24000,4000,4000,745.6427769535927,745.6427769535927,24000,24000,48000,4000,48000,False,6,5fdfb_00000,2024-08-11_12-55-15,1723395315,5.368244886398315,34.38665437698364,32170,joys-mbp.lan,127.0.0.1,34.38665437698364,6,24000,24000,48000,48000,0.0,0.0,0.0,500.0,9,22500,0,9,0.0,0.0,0.0,5713.259,0.014,5713.178,784.957,4915.411,813.767,12.233,24000,24000,48000,48000,33.042857142857144,82.2857142857143,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",125.0,5280.5,479.5,125.0,5280.5,479.5,0.0,0.9925466238210598,0.20000000000000004,5.0000000000000016e-05,5.304191648711761,-0.007617870517909371,5.309932387868563,-0.005071517266333103,0.009385584167374362,1.4421199668198823,0.0,0.0,0.9675952884368598,0.20000000000000004,5.0000000000000016e-05,5.325739737848441,-0.0036689367244737998,5.328643534084161,-0.01370484201858441,0.003825671421521489,1.498557832588752,0.0
9,0,0,56000,56000,28000,28000,4000,4000,716.5307630409845,716.5307630409845,28000,28000,56000,4000,56000,False,7,5fdfb_00000,2024-08-11_12-55-20,1723395320,5.587327003479004,39.97398138046265,32170,joys-mbp.lan,127.0.0.1,39.97398138046265,7,28000,28000,56000,56000,0.0,0.0,0.0,500.0,9,27000,0,9,0.0,0.0,0.0,5694.574,0.013,5694.498,787.605,4893.436,817.421,12.899,28000,28000,56000,56000,39.55,82.7875,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",125.0,6240.5,479.5,125.0,6240.5,479.5,0.0,1.137762005161494,0.20000000000000004,5.0000000000000016e-05,4.758637938896815,-0.006383821485360386,4.763314482569695,0.17817802677551905,0.008536467404228023,1.4100718064854543,0.0,0.0,1.05910915757219,0.10000000000000002,5.0000000000000016e-05,4.802173186341921,-0.008341194393869955,4.8098353082935015,0.16755682397633792,0.006790702726081221,1.454689797759056,0.0
9,0,0,64000,64000,32000,32000,4000,4000,780.4326919543389,780.4326919543389,32000,32000,64000,4000,64000,False,8,5fdfb_00000,2024-08-11_12-55-26,1723395326,5.1280200481414795,45.102001428604126,32170,joys-mbp.lan,127.0.0.1,45.102001428604126,8,32000,32000,64000,64000,0.0,0.0,0.0,500.0,9,31500,0,9,0.0,0.0,0.0,5623.424,0.014,5623.352,766.816,4843.438,825.86,12.57,32000,32000,64000,64000,29.0,82.9,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",125.0,7200.5,479.5,125.0,7200.5,479.5,0.0,1.5915657933180531,0.20000000000000004,5.0000000000000016e-05,3.519687212258577,-0.009713173669297248,3.5273617153366406,0.3204761614402135,0.0101933119451921,1.3598769545555114,0.0,0.0,1.4414803341341516,0.10000000000000002,5.0000000000000016e-05,3.67139944160978,-0.01690075642254669,3.6870597700277963,0.2679631695151329,0.012404249912665625,1.4488977532833816,0.0
9,0,0,72000,72000,36000,36000,4000,4000,725.1396190232832,725.1396190232832,36000,36000,72000,4000,72000,False,9,5fdfb_00000,2024-08-11_12-55-31,1723395331,5.520434856414795,50.62243628501892,32170,joys-mbp.lan,127.0.0.1,50.62243628501892,9,36000,36000,72000,72000,0.0,0.0,0.0,500.0,4,33500,0,4,0.0,0.0,0.0,5611.508,0.014,5611.441,752.394,4846.195,825.39,12.344,36000,36000,72000,72000,38.2875,82.4875,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",125.0,8160.5,479.5,125.0,8160.5,479.5,0.0,1.9069085127363603,0.20000000000000004,5.0000000000000016e-05,2.2823241689552862,-0.008536799554228007,2.289288968841235,0.42717056920131047,0.007860019062058132,1.3747276553263268,0.0,0.0,1.7808855639770627,0.10000000000000002,5.0000000000000016e-05,2.6690283488482236,-0.00755628260303638,2.6758471998075644,0.33354567835728327,0.007374275720060222,1.437978128095468,0.0
9,0,0,80000,80000,40000,40000,4000,4000,755.1504132951573,755.1504132951573,40000,40000,80000,4000,80000,False,10,5fdfb_00000,2024-08-11_12-55-37,1723395337,5.316189289093018,55.93862557411194,32170,joys-mbp.lan,127.0.0.1,55.93862557411194,10,40000,40000,80000,80000,0.0,0.0,0.0,500.0,5,36000,0,5,0.0,0.0,0.0,5580.055,0.014,5579.99,742.856,4824.436,829.112,12.209,40000,40000,80000,80000,35.714285714285715,82.31428571428572,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500]",125.0,9120.5,479.5,125.0,9120.5,479.5,0.0,1.4391973276622594,0.20000000000000004,5.0000000000000016e-05,2.492664081106583,-0.006051103673235048,2.4978059612214567,0.16645071196059386,0.004546120188832615,1.2925718837728104,0.0,0.0,1.549014651061346,0.10000000000000002,5.0000000000000016e-05,2.663884743054708,-0.009149885191194092,2.6724517716715734,0.06829464808106422,0.005828730035280911,1.387273360664646,0.0
